,Dominant_Topic,Date,Text
654,2,2020-04-13,"Perhaps the question to ask (apart from why a 48v mild hybrid at all) is what would the 1.5 TSI emissions and mpg be with the DSG box minus the Hybrid setup?

I expect that the way VW have implemented their mild hybrid system on the Golf 8 requires the DSG box. Perhaps it’s like the GTE, with an electric motor between the engine and DSG box to do the starting and electrical assistance.

There must be a reason, otherwise why bother, unless it’s to join the ‘Hybrid’ sales train with something outside of the plugin GTE."
1367,2,2019-01-26,"...

Volkswagen to manufacture mobile electric car recharging stations | Reuters"
308,2,2022-07-23,"Wonder what those people will do now that VW is planning to use Android Automotive OS. They have lost Diess, so maybe they might dump AAOS, too, since it was his idea?"
1249,2,2018-12-25,"...

@Tim Ostler I take it by that you mean the EU. "
988,2,2019-02-12,"...

Yeh, exploiting our enthusiasm! As usual we will be getting screwed."
1343,2,2019-02-05,"Another guess....

Video: VW I.D. Neo (2020) - autobild.de"
2386,2,2016-12-14,"...

They should be lower on CO and NOx though, more so until SCR becomes standard fitment on lower powered diesels. They can also run without the ICE on for short periods."
1221,2,2018-12-24,"...

To me that looks like a Leaf with VW headlights."
351,2,2022-07-09,"...

My GTE has the lights that follow the road and the cornering lighting. Its nice to have but I wouldn't have paid extra for my myself. Came with spec I got as a dealer cancellation."
2435,2,2016-02-09,I think what VW are looking for from us is name suggestions for their proposed new ev.
456,2,2021-12-16,"...

A 10kWh domestic battery is about £5,550 from LG without installation so that would be quite a saving as well. I can see the idea of using some of your much bigger car battery whilst it is sitting there to offset expensive daytime electricity costs is quite attractive but, I have no idea of the technicalities of how that would be made to work and clearly some technology would be needed to connect house and car bi directionally. I am thinking much more of V2H than V2G."
990,2,2019-02-12,"...

From the website:

By 2025, there are plans for the ID. concept car to have fully automated driving on command. The feature will also come as a downloadable update for owners of the ID., so there’s no need to wait around until 2025 to get your hands on this master.

So, autonomous hardware is included."
946,2,2019-04-15,"...

You might have missed the pointless point of an 'SUV'. A Land Rover with a huge flat bonnet was great on an exped for laying out a map and arranging several canteens of coffee. The fact that these will never go on exped, never be off road and certainly never have its occupants reaching for something as antiquated as 'a map' is missing the point that their owners seem to want to imagine they might be! "
1077,2,2018-12-16,"Crikey, this has caught me out ! . I spoke to my local VW dealer a few weeks ago about the iD and heard some interesting news that there would be a chance to pre order this coming April with static demo models planned to be in a few UK showrooms. I thought this news was maybe blue sky thinking by the dealer in order to keep me interested. Having seen no spy shots of car I was thinking that launch would not be till late 2020. But now we see the prototypes, with journalists driving them as well. Having just sold my Leaf 40kwh with funds in the bank I was thinking about the Tesla Model 3 but with UK prices expected to be circa £45000 ish then it might prove a tad too expensive for me. Plan B was the VW iD.

I have had a look at the interior pictures of the iD prototype car, looks a bit like a current Beetle inside, downmarket grey plastic with a minimalist dash. There looks to be some form of iPad style dash layout, the covers might reveal a single screen in front of the driver with a larger screen adjacent. I am slightly confused about the two red controllers on the centre console,they might be drive mode buttons and/or some form of idrive control. Or temporary shutdown switches for the prototype cars. The wheels of the car look huge, maybe 20 inch in size or larger.

All in all the new car looks promising and I might pencil this in as a possible next car."
1848,2,2018-03-21,"NEDC is fine, of course. It is a test for comparative purposes, and a measure of the range you could get if you drove like the NEDC cycle.

Most people drive EVs in a different way, yielding ~2/3 of NEDC in summer and ~1/2 NEDC in winter.

...... Not exactly taxing mental arithmetic, is it? ......

EPA is a measure of the energy going into the car for the mileage driven, not the energy used from the battery to the wheels. Correlation with road usage is related but 'somewhat coincidental' on that basis."
1850,2,2018-02-21,"I wonder what the price point will turn out to really be, for us in the UK?
I guess north of £40k, which is a shame.

Thanks for posting, an informative (and teasing ! ) watch."
612,2,2020-12-14,"...

A) VAT on commercial chargers is 20% vs 5% at home.
B) Rapid chargers are complex and expensive, so the cost of equipment is considerable. 
C) Just do the CO2 / NO2 emmissions comparison please."
777,2,2020-06-25,"...

Depends on what appalls you. Our Golf GTE does 45-48 mpg running in hybrid mode on motorways with no initial charge in the battery. That's normal driving up to the speed limits, none of your hypermiling nonsense.

Since 90% of trips and 50% of mileage are on electric, lifetime mpg is 90.

Suits me fine."
2136,2,2017-08-02,"No VW have made a cracking car in the GTE they know they can do it if they turn their mind to it. 

Mazda is the company in the most trouble, it hasnt even bothered turning up at the starting blocks for electrification."
443,2,2022-02-02,"I came across this service for BEV’s but I haven’t used it, not sure if it’s worth the money.
Seems expensive unless you were trying to fight a warranty claim decision.





Home - AVILOO [EN]







aviloo.com



"
